claim_id,claim_amount,claim_date,claimant_age,policy_duration,num_claims_per_year,claim_review_time,witness_count,police_report,medical_assessment,is_fraud
CLM_000628,3911.239798594044,2025-09-01 22:52:59.544191,50.71311160982837,3.475147425510709,0,50.932642268506406,2,0,0,0
CLM_000944,12725.853684461952,2026-01-06 22:52:59.601645,5.1757883907486,3.9962818104483997,2,347.04230277748866,2,1,1,0
CLM_000572,20515.276046887673,2025-03-19 22:52:59.536129,48.3742626665873,0.26466019261797313,0,137.84491895623577,7,1,1,0
CLM_000907,14592.11793595279,2025-09-08 22:52:59.597648,53.67299599800235,1.9079600367193026,0,129.5000884133104,2,1,1,0
CLM_001080,38220.89399624935,2025-12-21 22:52:59.652695,54.751299556652896,2.706190583930337,1,319.74943155037454,1,1,0,0
CLM_000450,6247.996146408316,2025-12-01 22:52:59.510472,45.42642395567578,4.799223127391733,1,219.7174585321489,3,1,1,0
CLM_001609,4444.742722273831,2025-08-08 22:52:59.815842,50.96602865498505,10.92257506372284,1,43.04200720449409,3,0,1,0
CLM_001290,9613.857471210962,2025-10-28 22:52:59.759015,42.741755828286664,1.7162185454340093,0,121.54515215457813,0,1,0,0
CLM_001078,1761.120177910607,2025-09-01 22:52:59.651185,37.89861990424916,0.9321337420270694,2,163.85191259554392,2,1,1,0
CLM_000254,5844.7773851835445,2025-05-15 22:52:59.459080,30.243091234637667,6.601825011141581,0,82.077066150908,1,1,1,0
CLM_000124,4017.150462029861,2025-10-24 22:52:59.432808,70.71790602290598,1.277991322482578,1,59.96720091746421,2,1,1,0
CLM_001927,2658.4543708154324,2025-03-18 22:52:59.837755,46.16234199367772,0.439873375475601,4,31.52228524659513,3,1,0,1
CLM_000251,24862.4740631276,2025-12-08 22:52:59.459080,49.83123466150478,3.3047758456865677,0,112.81637794947109,1,1,1,0
CLM_000585,21018.402066702092,2026-01-18 22:52:59.538137,34.635887976841595,0.8583727400076301,0,118.51058699232185,3,1,1,0
CLM_001568,2896.983350125303,2025-07-27 22:52:59.805587,36.52900957673759,1.470951102467489,1,25.310063601935187,1,1,1,0
CLM_000824,10437.7434736029,2025-07-22 22:52:59.585198,46.38752426420539,11.134542382724202,0,109.30835990815797,5,1,0,0
CLM_000507,8643.285563016349,2026-01-04 22:52:59.523962,22.52131504159514,9.504668643130739,1,52.02056518646827,2,1,0,0
CLM_000889,20113.30944211623,2025-06-23 22:52:59.595647,-1.4873832212237517,3.015162596901899,1,428.4854587336128,2,1,1,0
CLM_000070,4396.140153240174,2025-04-27 22:52:59.425386,23.900083547276665,5.947221804589613,2,79.47052662594697,1,1,1,0
CLM_001608,20070.75323437742,2025-03-31 22:52:59.815842,38.261801444648,1.2697565443189873,2,174.84382136246248,2,1,1,0
CLM_001532,3174.354159545631,2025-06-11 22:52:59.802590,45.955349331403326,1.2813787039071598,1,18.166030591337034,0,1,1,0
CLM_000247,4620.3119579869635,2025-05-21 22:52:59.459080,51.4718075099214,6.153836915615254,0,304.8167419282637,2,0,1,0
CLM_001450,13332.452730745097,2025-02-23 22:52:59.794508,44.766927618952195,10.272735930453425,2,170.54862990987183,2,0,1,0
CLM_000212,25225.73915279888,2025-10-11 22:52:59.452786,28.40559731382549,9.772615090258107,3,58.21721042737086,1,1,1,0
CLM_000909,8463.236365866573,2025-06-28 22:52:59.597648,17.19463152345479,4.452368309118973,2,10.03947572841704,3,1,1,0
CLM_001741,15156.321678714305,2025-02-27 22:52:59.828733,38.34800291139441,1.040049330443188,0,93.94304762694867,0,0,0,1
CLM_001244,4802.615783247961,2025-05-29 22:52:59.736851,34.056583827786135,1.0986157598191002,2,136.74994556301448,0,1,1,0
CLM_001696,6238.727020700031,2026-01-21 22:52:59.822469,11.463600540790956,3.4520059002729395,3,58.144629185013784,4,1,1,0
CLM_001182,7866.1150231348265,2025-04-17 22:52:59.706560,55.05250893195694,3.252924733309519,1,168.81675358499956,2,1,1,0
CLM_000361,5186.101372776501,2026-01-09 22:52:59.469679,37.468257302039326,1.3503590295053423,1,417.5824884055884,2,1,0,0
CLM_001473,9157.612626491964,2025-08-04 22:52:59.796506,21.625585170108316,1.8181579035144035,2,74.32205494124858,2,1,1,0
CLM_000678,3158.479894542675,2025-06-07 22:52:59.551189,47.89548943248671,1.4403454676816467,2,40.25258337017908,2,1,1,0
CLM_001621,5218.921277905282,2025-09-22 22:52:59.816842,33.023291617475266,0.19686401009554413,2,330.83694414649614,2,1,1,0
CLM_001089,23370.951863004953,2025-11-19 22:52:59.658536,50.94689569561411,1.276732312333652,1,43.235819490861935,3,1,0,0
CLM_001987,57243.691829310665,2025-10-13 22:52:59.837755,46.00732213459593,1.145287500285504,4,24.330085996451817,1,0,0,1
CLM_001847,449290.1227426026,2026-02-12 22:52:59.837755,33.549782802256885,0.40890168848475456,4,43.78140969273734,2,0,1,1
CLM_000987,62675.170609886525,2025-05-04 22:52:59.620806,38.06707225105565,0.57153687201412,2,14.894606384320694,1,1,1,0
CLM_001512,2282.9893995341745,2025-09-21 22:52:59.800589,72.37448058728229,6.789398163522007,5,115.44233717359594,1,0,1,0
CLM_000111,14079.70889485736,2025-10-22 22:52:59.432808,83.19072500106712,4.517628137755928,1,188.6229294351746,2,1,1,0
CLM_001487,10183.989266989089,2025-05-13 22:52:59.798506,33.36192750830636,7.80379219646698,0,229.86818516268139,1,0,1,0
CLM_001453,4467.166496416668,2025-05-31 22:52:59.794508,52.91302617526884,3.408589820921661,1,341.4297344558608,2,0,1,0
CLM_000383,4571.49118711285,2025-07-02 22:52:59.477785,22.408117834667532,2.0120746472680358,3,19.549680413838878,1,1,1,0
CLM_001395,6934.901051530461,2025-03-28 22:52:59.789444,41.518612964659745,0.5969631438917061,0,62.320655260911295,2,1,1,0
CLM_001054,9625.252654814001,2025-03-17 22:52:59.629285,42.118429790554856,2.9641341440274913,1,42.90735828170363,2,1,1,0
CLM_000755,5257.228838252868,2025-04-01 22:52:59.580148,18.039843476951667,2.7237792588737983,1,1067.420134415457,1,1,1,0
CLM_000324,6539.317873302711,2025-04-26 22:52:59.459080,46.906391232641965,3.562969759840608,1,14.569261472679491,3,1,1,0
CLM_001623,14170.982252925434,2025-10-27 22:52:59.816842,48.86476328844601,2.8731620045312165,0,136.03416813529412,1,1,1,0
CLM_000787,5336.070902484207,2025-03-21 22:52:59.585198,52.19003174161995,7.382107069395433,1,164.76500016036516,1,1,1,0
CLM_000368,5024.954220944272,2025-03-11 22:52:59.471439,33.98650017043443,2.9810964786690044,3,51.6533579567088,4,1,1,0
CLM_001819,72325.66612390049,2026-02-10 22:52:59.836751,39.25466985377401,0.5456478072453281,4,22.466012224555236,1,0,0,1
CLM_000069,16508.367465539362,2025-04-14 22:52:59.425386,25.00883293817573,0.48148518449079675,0,25.038710148513633,1,0,1,0
CLM_000857,11425.35720535943,2025-12-10 22:52:59.592359,26.76093273036148,2.738063479849453,1,177.1509860200435,6,0,1,0
CLM_001483,5018.228788899928,2025-11-22 22:52:59.797506,53.38338993572504,2.520368233349255,2,32.56583497311846,4,1,1,0
CLM_001555,7572.407371364531,2025-05-31 22:52:59.804586,43.58342448951518,0.6047872632806253,0,89.91371117148995,1,1,0,0
CLM_001691,8422.26403678194,2025-07-17 22:52:59.822469,40.037393008782104,4.32195757515434,0,46.00963779952523,2,1,0,0
CLM_001474,12506.388236840177,2025-06-24 22:52:59.796506,36.06824409494038,2.424293139354426,1,272.0900276299734,1,1,0,0
CLM_001798,874593.0172060807,2025-06-04 22:52:59.834747,24.16217630168422,0.9657445710641979,4,15.378292183136452,0,1,0,1
CLM_000478,10387.138580439176,2025-02-23 22:52:59.513473,33.701336863747244,1.5127924441151506,1,4.3440459809545855,2,1,1,0
CLM_000281,7383.604466164185,2025-06-25 22:52:59.459080,41.31181866374349,2.427807598396496,1,66.31266396167095,1,0,1,0
CLM_001647,5623.257616938838,2025-05-05 22:52:59.819841,49.1205555493372,3.540058340784674,1,154.1818190760661,4,0,1,0
CLM_001556,10364.898516454623,2025-04-29 22:52:59.804586,35.332075340464776,12.251296941021604,0,326.5648260335407,1,1,1,0
CLM_001729,8924.862228050572,2025-03-14 22:52:59.828733,17.776191000372872,0.6019675330089553,0,70.79884737908336,1,0,1,1
CLM_000210,11204.346117538924,2025-09-28 22:52:59.452786,27.78462915276499,6.041130549934089,0,81.0254280473838,0,1,1,0
CLM_000297,16296.22579259134,2025-11-06 22:52:59.459080,1.4330340513436965,5.105412308526107,2,259.0487538915019,3,1,1,0
CLM_001884,90653.95775892415,2025-10-14 22:52:59.837755,29.91183215593889,0.6389333726527678,1,57.19981483141565,0,0,0,1
CLM_001833,270842.82647909404,2025-11-22 22:52:59.837755,24.74932533789724,0.2974551910057438,2,29.776484271130073,0,0,0,1
CLM_000651,4224.7380379494525,2025-07-25 22:52:59.547190,30.478071032215098,6.823551288919718,0,12.281575380964108,2,0,1,0
CLM_001233,9982.16522401536,2025-08-12 22:52:59.731091,20.410081239928456,8.46814737182167,0,289.2398175907866,2,1,1,0
CLM_001502,7249.881229414151,2026-01-07 22:52:59.799510,50.941857072727935,1.3931268441682043,2,452.51785003467336,1,1,1,0
CLM_001931,27415.483996832183,2025-12-16 22:52:59.837755,21.081145787724793,0.18856500575888138,1,52.73827686716505,0,0,0,1
CLM_000916,11913.293744043125,2025-06-20 22:52:59.598642,53.88210471377927,6.423559254398365,3,399.37709944731057,0,1,0,0
CLM_000993,927.9484316363664,2025-05-25 22:52:59.621807,45.99412106016352,5.798351185744016,0,75.43903957695056,4,1,0,0
CLM_000429,13893.381354249168,2025-08-31 22:52:59.508474,81.15180783592788,1.037497938164448,1,207.7883796032116,5,1,1,0
CLM_001370,7258.092415582707,2025-10-30 22:52:59.776624,40.78107563494924,7.121930008680182,0,52.352601367251225,1,0,1,0
CLM_000239,12897.672282256282,2026-02-02 22:52:59.459080,51.690464328781886,4.544526146280709,0,117.54466585594008,2,0,1,0
CLM_000879,5034.060794504073,2025-03-16 22:52:59.594360,47.419206799694116,5.444189857289318,1,84.1312258138838,3,1,1,0
CLM_000620,10753.069963029395,2025-10-21 22:52:59.543188,37.30223428614204,2.1668378115167855,0,38.57814684152688,3,0,0,0
CLM_000256,2933.9976947779205,2026-02-07 22:52:59.459080,41.47310501176332,0.9089649057006283,1,40.75714269540012,2,0,1,0
CLM_000611,1341.2554804845265,2025-07-23 22:52:59.542190,7.9133151285847845,5.785583654064631,1,204.93286272042005,2,0,0,0
CLM_000544,4575.089811430614,2025-09-12 22:52:59.526959,44.010683497171584,7.60074689691393,0,29.758079594151983,5,0,0,0
CLM_000771,2809.277708088175,2025-12-09 22:52:59.584006,50.59191237793809,3.7852998789078858,1,279.97099819440393,3,0,1,0
CLM_001419,33626.30719416969,2025-11-21 22:52:59.791510,38.86008312688029,4.606305457973519,1,69.77537892056627,1,1,1,0
CLM_001041,5696.009121134793,2025-09-14 22:52:59.627277,76.30908242690441,3.6768791361180573,0,26.171368835519946,1,0,1,0
CLM_001789,25100.634892391736,2025-12-06 22:52:59.832743,42.1804048348532,0.9796107148339906,3,39.84848228479873,0,0,0,1
CLM_000759,50124.8026138716,2025-02-20 22:52:59.580148,43.92111610577212,1.810617733702524,0,27.391733072740227,0,1,1,0
CLM_000382,1407.5308309758175,2025-09-25 22:52:59.477785,30.119346588342992,2.098344254426206,0,353.76385776958637,2,1,1,0
CLM_001103,18060.33262149532,2025-05-24 22:52:59.666548,56.77883039357321,1.5897224170545565,1,103.42272930773217,2,1,1,0
CLM_000973,22551.52259231043,2025-10-03 22:52:59.613158,17.24259221894853,1.528914855711697,1,91.85840049861432,0,1,1,0
CLM_000352,35947.06186984729,2026-01-19 22:52:59.469679,32.904346063229255,3.532621529255533,0,178.67879388092533,3,0,1,0
CLM_001605,3708.4733933151742,2025-04-14 22:52:59.815842,49.65013362156151,16.412578217823253,0,532.6763041842572,0,0,1,0
CLM_001825,3609.458744594017,2025-03-11 22:52:59.836751,54.02628448088906,0.5938562320780634,3,29.552151090496398,0,0,0,1
CLM_001036,14712.590061798144,2025-03-27 22:52:59.625581,27.042501109646548,9.787575406265182,0,48.36929449816722,2,1,1,0
CLM_001107,3670.9797381086632,2025-07-07 22:52:59.669545,52.9952744198705,1.0188485645477794,2,200.33763891035858,0,1,1,0
CLM_000494,7310.926975030508,2025-06-17 22:52:59.514591,62.07755459390544,4.465059266637797,0,106.67083323817425,1,1,1,0
CLM_000393,11521.329849764663,2025-06-26 22:52:59.483896,50.39303915276803,4.296110239441999,0,84.77175913910884,1,1,1,0
CLM_001546,5738.782853304428,2025-04-21 22:52:59.803586,61.112142852985045,3.4385298798255293,1,310.17315553736586,1,0,0,0
CLM_000464,21332.2170020223,2025-12-10 22:52:59.511472,59.03803243829764,3.043817928140474,2,320.2919446540235,2,1,1,0
CLM_000886,18861.03796673841,2025-11-18 22:52:59.594360,38.52108421260255,6.807704524384816,3,59.52999167033822,2,1,1,0
CLM_001193,7264.039103220411,2025-06-12 22:52:59.706560,50.625792155176505,12.935810078044847,2,110.49708575022663,2,1,1,0
CLM_000366,2226.8989334799417,2025-05-31 22:52:59.471439,47.88895378096958,14.109915703929499,0,80.25409199009539,1,0,1,0
CLM_001893,21229.699565855604,2025-03-18 22:52:59.837755,25.99008102429077,1.7394753295342238,3,44.912990198972714,0,0,0,1
CLM_001873,1703.2818469968784,2025-04-18 22:52:59.837755,42.589991339103854,1.346542179082431,4,10.526986901952299,0,0,0,1
CLM_000744,9780.278037935093,2025-10-18 22:52:59.579153,34.780112685864566,0.6640617594909207,1,35.877194019719425,0,0,1,0
CLM_000529,4678.485212051037,2025-04-19 22:52:59.525957,47.36451837661416,3.8624686961715358,1,28.657372063267058,1,1,0,0
CLM_000802,18208.217425504306,2025-11-23 22:52:59.585198,30.848076319584766,3.6656043331926464,1,50.07677270129015,2,1,1,0
CLM_001223,20710.40135685387,2025-04-09 22:52:59.727080,62.58377269477262,5.031556801476217,1,250.33620504668946,3,1,0,0
CLM_001978,58898.79032232096,2025-09-08 22:52:59.837755,35.936710323402004,0.5659983718935636,5,20.655716486263913,0,1,1,1
CLM_001905,15960.56914773981,2025-07-02 22:52:59.837755,38.75288008027861,0.9569928405516921,2,25.78318985371755,0,1,0,1
CLM_001699,4132.225356695854,2025-09-16 22:52:59.822469,15.171103390854938,7.018171399234736,0,53.31803569565582,3,1,1,0
CLM_001544,5409.616042092865,2025-02-19 22:52:59.803586,39.44376592374985,2.552783415820634,1,47.026503105347444,1,0,1,0
CLM_001313,11615.001823036455,2025-06-25 22:52:59.768026,51.43985126181395,2.571149404233926,0,141.70736519808472,1,0,1,0
CLM_000306,1520.9738488035284,2025-11-18 22:52:59.459080,22.584805387478998,6.290431812722477,1,89.96706907850871,3,1,0,0
CLM_001666,5923.069192507901,2025-03-10 22:52:59.822469,56.154331226606445,5.881978183423482,0,146.0408385438433,5,1,1,0
CLM_000862,4330.7663174202935,2025-06-21 22:52:59.593363,17.187428311812702,7.823797914142653,1,30.782337905994755,1,0,1,0
CLM_001566,3101.138554785649,2025-04-07 22:52:59.805587,41.70062642502032,2.990743864143922,0,30.144750463956438,3,1,1,0
CLM_000530,5070.285445754568,2025-12-10 22:52:59.525957,37.56781753591509,6.434484020052965,0,24.968118115175006,1,1,1,0
CLM_000654,11663.622140305904,2025-09-15 22:52:59.548188,43.087190223157876,4.261916681867517,2,51.14424876678445,1,0,1,0
CLM_001259,8601.24202819565,2025-07-11 22:52:59.740783,47.67991249094361,1.2139467788023466,2,146.55202447882812,3,0,1,0
CLM_000233,5379.299323306018,2025-08-20 22:52:59.452786,55.68483239370243,2.473064503029825,2,402.53278269928563,1,1,1,0
CLM_000120,7340.119093936338,2025-12-13 22:52:59.432808,38.48834730756029,2.1172056580048877,2,12.564215252689944,1,1,1,0
CLM_001697,27554.47412609804,2026-01-26 22:52:59.822469,23.56821110188873,2.2031269158647326,1,29.93772099775322,2,1,1,0
CLM_000949,7183.578991551238,2025-10-21 22:52:59.601645,41.147654793523664,3.589635628353325,3,98.8437895857018,3,1,1,0
CLM_000617,7314.217136358697,2025-03-31 22:52:59.542190,37.752400576126306,0.9683179495828411,0,162.66904317846362,1,0,0,0
CLM_001178,9774.47583407173,2026-01-08 22:52:59.706560,35.27465444516248,0.6152983359590165,1,585.0601276839503,4,1,1,0
CLM_000307,4591.247765390418,2025-04-30 22:52:59.459080,18.866674610470874,2.1128923394597163,0,243.33701500293307,1,0,1,0
CLM_000135,12024.139459852162,2025-11-23 22:52:59.432808,48.46400161244992,3.981801904595283,0,205.81843345012476,4,0,1,0
CLM_000554,2473.1635373963563,2025-12-26 22:52:59.527962,54.66080442834331,3.6474287322943773,0,11.027899251498981,2,1,1,0
CLM_001673,2367.458289024568,2026-02-12 22:52:59.822469,47.27482907852371,2.0785893633884487,0,107.84674115771496,0,1,1,0
CLM_000583,34811.31774035634,2025-12-02 22:52:59.538137,46.93848648040615,3.0910344390825393,1,116.62112450580399,1,1,0,0
CLM_001640,22497.524378940627,2025-12-10 22:52:59.818842,54.925496055732935,2.19988733559121,0,60.55241451304596,1,1,1,0
CLM_000670,4903.621439602567,2025-08-03 22:52:59.550188,52.18859758586444,7.892687879188237,0,173.53973016713775,3,1,0,0
CLM_000834,2278.4461863270517,2025-03-02 22:52:59.590311,24.425743664351863,2.572732695086555,0,112.33712054994632,4,0,1,0
CLM_000109,14087.924295016795,2025-12-27 22:52:59.432808,52.836279199238476,3.89643255522514,1,43.95356692945427,3,1,1,0
CLM_001164,46428.51183365801,2025-07-13 22:52:59.699294,12.013040345112685,2.7934309900800818,0,83.39300058152101,1,0,1,0
CLM_001959,38055.32903339893,2025-04-16 22:52:59.837755,25.64029218863527,0.1718059518752162,5,3.563061472606949,0,0,0,1
CLM_001464,4284.9890368641545,2025-02-24 22:52:59.795507,32.98360760045436,3.9885166035970854,2,71.45052797941655,2,1,1,0
CLM_001728,11832.863906639413,2026-01-24 22:52:59.826728,29.771271866260562,0.14150288494623633,9,37.68359962571023,0,0,0,1
CLM_001242,3364.3266358421984,2025-06-29 22:52:59.735103,64.05597225955746,8.363387431448224,0,76.84217380807092,1,0,1,0
CLM_000211,3655.484548419682,2025-09-18 22:52:59.452786,36.6050596532405,5.019005137594932,0,181.09352671858477,2,1,1,0
CLM_001767,127687.16343475456,2025-09-23 22:52:59.830738,29.553231482538948,2.2953635474131104,2,75.42045618609046,0,0,0,1
CLM_001120,1398.1490923983995,2025-09-22 22:52:59.673549,50.18471905830122,4.881306257976035,2,220.62422615534868,1,0,1,0
CLM_000679,2908.417065724845,2025-02-21 22:52:59.551189,57.230345424053084,8.432903194740625,1,115.03493305071981,3,1,1,0
CLM_001950,72547.29197030124,2025-05-19 22:52:59.837755,27.306915415289275,1.2825404247832386,3,74.13849828231677,0,0,0,1
CLM_001838,2847.4807134841976,2025-10-10 22:52:59.837755,40.61251440110129,0.30206221467388156,1,41.794848778492984,4,1,0,1
CLM_000411,2905.641140553552,2025-06-08 22:52:59.494035,26.584800533159143,2.0278723172869575,0,199.05970468309923,1,1,0,0
CLM_001324,6647.344831115882,2025-02-22 22:52:59.769031,49.300272298115146,4.3662252130319015,2,139.64675976979316,3,0,1,0
CLM_000782,4013.2699301736534,2025-08-30 22:52:59.585198,28.15648265884751,9.760113705456739,0,15.851643443505708,1,0,1,0
CLM_001345,15396.520322113558,2025-03-24 22:52:59.771025,41.816153674895844,3.0587088564500946,1,365.27360914475895,3,1,0,0
CLM_000874,5893.369275457757,2025-04-30 22:52:59.594360,45.240549945202176,3.3139041920173664,1,272.7122242176527,3,0,1,0
CLM_001652,5288.069924056209,2025-02-22 22:52:59.819841,34.11564872044287,6.126936207998494,1,77.48860789545923,2,1,1,0
CLM_001278,38287.18908445625,2025-10-28 22:52:59.752809,48.21320873952493,0.6361041661373135,3,159.2145595269533,4,1,1,0
CLM_000785,11969.601881016282,2026-01-26 22:52:59.585198,18.48608237275631,5.308764417611786,1,65.81785367569769,1,0,1,0
CLM_001818,26446.1258069115,2025-08-02 22:52:59.836751,30.37772008984178,0.35001907214685246,4,27.445824367408942,0,0,0,1
CLM_001198,1831.8369224747037,2025-07-10 22:52:59.706560,41.803293688608164,4.189029888357461,1,36.802132792477984,4,1,1,0
CLM_000807,8432.990175097915,2026-01-15 22:52:59.585198,27.858139575053986,6.13343466408863,1,92.68136612068398,1,0,1,0
CLM_000712,3026.1724280103745,2025-12-02 22:52:59.553710,47.45886095390144,1.7599883968176664,0,71.90315170801587,4,0,1,0
CLM_001990,1619.1557140386667,2025-06-06 22:52:59.837755,26.2905644933526,0.20555218225245356,4,21.209656551502068,0,0,0,1
CLM_001659,40917.5350356507,2025-04-07 22:52:59.821847,39.95721294567072,3.8514423593057088,1,92.57233100933468,1,1,1,0
CLM_001190,14306.58517144476,2025-04-20 22:52:59.706560,33.40014981837442,3.3958733450058265,1,78.67348079246196,0,1,0,0
CLM_001225,23001.59900565619,2025-05-07 22:52:59.727080,38.37223365748535,3.612630995379666,0,35.55983000123483,1,1,1,0
CLM_000602,2900.8181953084863,2025-09-09 22:52:59.540694,20.982282017826407,4.603374849495831,1,292.15940562869434,3,1,1,0
CLM_000270,4396.72292487443,2025-03-26 22:52:59.459080,47.01061329349536,3.9940466288702123,0,34.889476293616966,0,1,1,0
CLM_001384,7465.249045302337,2025-05-25 22:52:59.784624,52.46686004512608,1.704418944285188,0,48.17336387888136,3,1,1,0
CLM_000231,3147.154339710094,2025-04-05 22:52:59.452786,54.12369287527453,1.018787943329887,0,30.161413776012154,3,1,0,0
CLM_000049,10718.83067431476,2025-10-27 22:52:59.425386,3.885677333104475,10.73795722639982,0,117.44325366016761,3,1,1,0
CLM_000462,2017.6388612838734,2025-10-15 22:52:59.511472,60.49287193298372,3.7655731919686897,1,174.55903295334605,5,0,1,0
CLM_001105,5139.270955889389,2025-05-11 22:52:59.668548,76.72577523213303,4.8257544667647725,0,44.75189631413983,0,1,1,0
CLM_000855,6794.531636640619,2025-06-26 22:52:59.592359,20.919254594102917,7.9115330436910405,2,86.54461350770674,2,1,1,0
CLM_000693,15691.072057009276,2025-09-24 22:52:59.552700,27.579572536456237,2.498426476924594,1,207.34851606056029,0,1,1,0
CLM_001551,3051.2632615261073,2025-05-31 22:52:59.804586,44.84473533985245,3.1254426474746113,0,18.77356246565449,1,1,1,0
CLM_001872,646.3517314613922,2025-08-26 22:52:59.837755,37.38562672929442,1.3832114971362504,5,109.64332161059828,0,1,0,1
CLM_000526,5924.806688223651,2025-07-14 22:52:59.524962,52.86618122866031,5.899409332136824,1,572.430531493879,1,1,1,0
CLM_000173,15337.423503206906,2026-01-06 22:52:59.439801,52.51266712416685,4.940523447160485,1,210.34867323626136,2,0,1,0
CLM_000720,3342.487012335262,2025-07-28 22:52:59.558489,60.05048839093718,4.95946711714683,0,16.019168525936823,2,1,1,0
CLM_000414,2185.0234056682593,2025-10-15 22:52:59.498098,36.71925717663718,1.669727855376239,3,93.77748064046988,2,1,1,0
CLM_000237,2777.058578680159,2025-10-16 22:52:59.455477,73.67128630709585,3.1831744628037995,1,538.7831042124201,2,0,1,0
CLM_001472,34106.74984898106,2025-03-18 22:52:59.796506,11.554250777487653,1.273799167665426,0,35.36372941175729,4,0,1,0
CLM_001335,24335.372274139037,2025-06-19 22:52:59.770027,53.97202780746868,1.0271550109848413,0,37.47180613184477,2,1,1,0
CLM_001063,2427.8292771073766,2025-10-11 22:52:59.642183,32.37035206406847,2.3129932689758843,0,28.81948708720412,2,1,0,0
CLM_000023,7224.718559598294,2025-10-11 22:52:59.425386,39.986293632744484,2.5781648031349294,2,131.2752502020507,2,1,1,0
CLM_001766,7352.192702449944,2025-10-25 22:52:59.830738,27.945074679168496,0.19803309384127174,2,7.483267814993302,0,0,1,1
